0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,
6372,7010,7741,7502,5828,4525,5451,6741,7781,7666,6585,7730,4383,4203,5133,7254,4563,4166,7492,4262,4126,7819,4002,3665,4059,7641,7334,6652,7196,6945,4180,445,604,457,3845,2553,3255,2928,2366,1757,1968,1469,1207,1062,833,542,145,414,897,589,686,433,447,486,531,6830,490,6317,394,425,417,6832,162,4798,454,5990,6091,5217,4499,409,5818,160,151,157,190,5599,128,401,439,3457,3905,3620,3989,3570,3293,3572,3268,3518,3408,3639,3728,3907,5734,4726,5091,5390,5239,4382,5179,5227,3572,4292,5861,5367,4263,3595,435,3427,5101,3432,406,3578,293,385,346,400,427,4000,3028,4865,360,142,125,150,119,134,130,108,98,109,99,93,98,146,169,142,128,330,335,140,135,87,86,74,79,88,75,80,115,72,97,98,136,138,131,324,97,91,81,102,128,381,117,81,100,73,88,81,140,315,130,86,321,122,96,75,120,205,210,149,3263,116,232,4079,217,106,122,311,123,134,92,135,110,148,135,130,117,23,392,162,14,27,36,126,21,21,20,21,166,65,17,166,143,177,149,12,648,14,383,126,12,261,180,124,122,141,7,2398,39,10,275,8,9,319,232,3030,7,153,6,9,1225,8,19,73,132,2,21,5,4,5,6,5,6,1982,4,2,
